500 25
31.092888	0.251345	0.193811	0.401795	2.332378	0.122215	2.186938	3.983823	4.133154	1.195911	1.299787	4.729765	0.760513	2.308429	0.078235	0.008502	0.432188	1.820664	0.531097	2.267025	1.740318	1.961833	2.962508	0.002673	4.578030	
31.539495	3.817430	0.890355	0.045879	2.439667	1.694447	1.391182	0.884202	8.021439	1.165320	2.943576	3.039832	0.606349	2.281531	3.243948	2.196196	1.745898	0.299381	0.872310	1.786524	0.493304	0.722977	1.941312	1.638292	3.186230	
28.488692	1.221365	0.642778	2.297094	4.950715	0.181392	1.182761	0.328139	1.912377	0.505261	2.572562	2.631889	1.109742	1.502676	0.090377	1.011319	0.045577	0.844114	0.674981	2.610803	1.105264	4.431616	1.667287	0.008066	5.416924	
27.363873	0.178645	0.460828	0.288202	2.926099	2.167623	2.376806	0.857898	1.745184	0.840216	1.668554	0.675965	0.627572	3.221461	0.659017	0.026610	0.242696	2.109107	1.868300	0.966731	1.300878	0.858355	0.092805	0.133585	4.885867	
30.847079	0.346751	0.901991	2.213517	4.170169	0.107257	6.062237	1.455428	1.775220	1.335769	2.067466	2.380441	0.112898	3.382827	0.931068	1.183090	1.567710	1.418295	1.410821	2.014192	0.551347	1.019561	0.752810	1.455902	3.994070	
32.346711	0.119159	0.251932	0.349198	0.436763	0.290350	1.768025	4.212493	2.432453	1.743570	3.070331	3.811261	2.094718	1.946826	0.032590	0.817570	1.807293	2.865093	0.057089	1.535227	0.583435	2.421041	0.252344	1.261245	6.627801	
36.754164	2.037702	3.060262	0.562349	3.993216	1.318252	3.472377	0.620552	1.862371	2.236511	1.662064	0.146017	0.061091	3.294448	1.259706	0.524805	0.323047	0.966659	0.014935	3.795481	0.417618	1.151266	0.013834	4.143294	4.785917	
32.518220	0.834578	0.332905	2.284398	3.185792	2.467146	3.463716	2.612819	3.823625	0.606598	1.772325	7.156054	1.285264	2.829720	0.108083	1.018450	2.393134	0.724924	0.419984	1.806365	2.087599	0.534467	0.722986	2.282870	5.921729	
24.257475	1.565725	0.231323	0.452193	4.123452	0.441832	3.907758	0.141003	1.161627	0.041955	1.560136	5.102406	0.292624	2.735060	1.063424	0.543109	2.112936	0.946764	1.091850	1.510791	0.651891	3.609367	0.148743	0.223140	4.656796	
28.567422	0.833539	1.014083	1.442247	4.059751	1.797289	1.378836	0.424597	4.161315	0.215737	0.865531	4.232345	2.581940	1.615485	0.736651	0.219753	0.818869	1.326472	0.555485	2.964736	0.211273	0.473602	0.253330	0.335119	3.572321	
